Nombre|(º-º)|Plataforma|(º-º)|Año|(º-º)|Genero|(º-º)|Editorial|(º-º)|Ventas NA|(º-º)|Ventas EU|(º-º)|Ventas JP|(º-º)|Ventas Otros|(º-º)|Ventas Global
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii|(º-º)|Wii|(º-º)|2008|(º-º)|Fighting|(º-º)|Marvelous Interactive|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Daikaijuu Battle: Ultra Coliseum|(º-º)|Wii|(º-º)|2008|(º-º)|Fighting|(º-º)|Namco Bandai Games|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Minna de Dokusho: Keatai Shousetsu Desu|(º-º)|PSP|(º-º)|2008|(º-º)|Misc|(º-º)|Dorart|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Polar Bowler|(º-º)|DS|(º-º)|2008|(º-º)|Sports|(º-º)|Mumbo Jumbo|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou|(º-º)|DS|(º-º)|2008|(º-º)|Adventure|(º-º)|Namco Bandai Games|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Mushishi: Amefuru Sato|(º-º)|DS|(º-º)|2008|(º-º)|Simulation|(º-º)|Marvelous Interactive|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Backyard Baseball '09|(º-º)|PS2|(º-º)|2008|(º-º)|Sports|(º-º)|Atari|(º-º)|0,01|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Zwei!!|(º-º)|PSP|(º-º)|2008|(º-º)|Role-Playing|(º-º)|Falcom Corporation|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Littlest Pet Shop|(º-º)|PC|(º-º)|2008|(º-º)|Simulation|(º-º)|Electronic Arts|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Defendin' De Penguin|(º-º)|DS|(º-º)|2008|(º-º)|Strategy|(º-º)|Zushi Games|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection|(º-º)|PS2|(º-º)|2008|(º-º)|Role-Playing|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
NHL 09|(º-º)|PC|(º-º)|2008|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Ten Pin Alley 2|(º-º)|Wii|(º-º)|2008|(º-º)|Sports|(º-º)|XS Games|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Coded Soul: Uke Keigareshi Idea|(º-º)|PSP|(º-º)|2008|(º-º)|Role-Playing|(º-º)|Sony Computer Entertainment|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Crysis: Warhead|(º-º)|PC|(º-º)|2008|(º-º)|Shooter|(º-º)|Electronic Arts|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Aoishiro|(º-º)|PS2|(º-º)|2008|(º-º)|Adventure|(º-º)|Success|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Warhammer 40,000: Dawn of War: Soulstorm|(º-º)|PC|(º-º)|2008|(º-º)|Strategy|(º-º)|THQ|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Mary King's Riding School|(º-º)|DS|(º-º)|2008|(º-º)|Simulation|(º-º)|Ghostlight|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
PC Engine Best Collection: Tengai Makyou Collection|(º-º)|PSP|(º-º)|2008|(º-º)|Role-Playing|(º-º)|Hudson Soft|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Dreamer Series: Horse Trainer|(º-º)|DS|(º-º)|2008|(º-º)|Simulation|(º-º)|DreamCatcher Interactive|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Chrysler Classic Racing|(º-º)|DS|(º-º)|2008|(º-º)|Racing|(º-º)|Zoo Games|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Prism Ark: Awake|(º-º)|PS2|(º-º)|2008|(º-º)|Adventure|(º-º)|5pb|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Legendary|(º-º)|PC|(º-º)|2008|(º-º)|Shooter|(º-º)|Atari|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Pirates of the Burning Sea|(º-º)|PC|(º-º)|2008|(º-º)|Role-Playing|(º-º)|Koch Media|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Bomberman 2|(º-º)|DS|(º-º)|2008|(º-º)|Puzzle|(º-º)|Hudson Soft|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Peggle Nights|(º-º)|PC|(º-º)|2008|(º-º)|Puzzle|(º-º)|PopCap Games|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Command & Conquer 3: Kane's Wrath|(º-º)|PC|(º-º)|2008|(º-º)|Strategy|(º-º)|Electronic Arts|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Agatha Christie: Death on the Nile|(º-º)|PC|(º-º)|2008|(º-º)|Adventure|(º-º)|Big Fish Games|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Iridium Runners|(º-º)|PS2|(º-º)|2008|(º-º)|Racing|(º-º)|SouthPeak Games|(º-º)|0,01|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Emergency Mayhem|(º-º)|Wii|(º-º)|2008|(º-º)|Racing|(º-º)|Codemasters|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Katekyoo Hitman Reborn! Kindan no Yami no Delta|(º-º)|PS2|(º-º)|2008|(º-º)|Action|(º-º)|Marvelous Interactive|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Barnyard Blast: Swine of the Night|(º-º)|DS|(º-º)|2008|(º-º)|Platform|(º-º)|Big Ben Interactive|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Moe Star: Moeru Toudai Eigojuku|(º-º)|DS|(º-º)|2008|(º-º)|Misc|(º-º)|Mirai Shounen|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Ketsui Death Label|(º-º)|DS|(º-º)|2008|(º-º)|Shooter|(º-º)|Arika|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Lost: Via Domus|(º-º)|PC|(º-º)|2008|(º-º)|Action|(º-º)|Ubisoft|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Otometeki Koi Kakumei * Love Revo!! DS|(º-º)|DS|(º-º)|2008|(º-º)|Adventure|(º-º)|GungHo|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Uchi no 3 Shimai DS|(º-º)|DS|(º-º)|2008|(º-º)|Misc|(º-º)|Culture Brain|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Soul Eater: Monotone Princess|(º-º)|Wii|(º-º)|2008|(º-º)|Action|(º-º)|Square Enix|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Chou!! Super Nep League DS|(º-º)|DS|(º-º)|2008|(º-º)|Sports|(º-º)|Jaleco|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Wall-E|(º-º)|PC|(º-º)|2008|(º-º)|Platform|(º-º)|THQ|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Farm Frenzy|(º-º)|PC|(º-º)|2008|(º-º)|Strategy|(º-º)|Mumbo Jumbo|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
A Vampyre Story|(º-º)|PC|(º-º)|2008|(º-º)|Adventure|(º-º)|Crimson Cow|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu|(º-º)|DS|(º-º)|2008|(º-º)|Misc|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Thunder Force VI|(º-º)|PS2|(º-º)|2008|(º-º)|Shooter|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Hiiro no Kakera Portable|(º-º)|PSP|(º-º)|2008|(º-º)|Adventure|(º-º)|Idea Factory|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita|(º-º)|PS2|(º-º)|2008|(º-º)|Adventure|(º-º)|ASCII Media Works|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Night Wizard the Video Game: Denial of the World|(º-º)|PS2|(º-º)|2008|(º-º)|Adventure|(º-º)|5pb|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Sengoku Efuda Yuugi: Hototogisu Ran|(º-º)|PSP|(º-º)|2008|(º-º)|Misc|(º-º)|Irem Software Engineering|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Moe Moe 2-ji Taisen (Ryoku) * Deluxe|(º-º)|PSP|(º-º)|2008|(º-º)|Adventure|(º-º)|System Soft|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival|(º-º)|DS|(º-º)|2008|(º-º)|Action|(º-º)|Takara Tomy|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Oyaku de Asoberu DS Ehon: Ukkari Penelope|(º-º)|DS|(º-º)|2008|(º-º)|Simulation|(º-º)|Tecmo Koei|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Simple DS Series Vol. 42: The Haioku Byoutou|(º-º)|DS|(º-º)|2008|(º-º)|Adventure|(º-º)|D3Publisher|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Imperium Romanum|(º-º)|PC|(º-º)|2008|(º-º)|Strategy|(º-º)|Kalypso Media|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Yume Neko DS|(º-º)|DS|(º-º)|2008|(º-º)|Simulation|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
SBK Superbike World Championship|(º-º)|PS2|(º-º)|2008|(º-º)|Racing|(º-º)|Black Bean Games|(º-º)|0,01|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Monster Mayhem: Build and Battle|(º-º)|DS|(º-º)|2009|(º-º)|Simulation|(º-º)|Zushi Games|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
MAPLUS: Portable Navi 3|(º-º)|PSP|(º-º)|2009|(º-º)|Misc|(º-º)|Edia|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Ghost Pirates of Vooju Island|(º-º)|PC|(º-º)|2009|(º-º)|Adventure|(º-º)|DTP Entertainment|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
DoDonPachi Dai-Oujou: Black Label Extra|(º-º)|X360|(º-º)|2009|(º-º)|Shooter|(º-º)|5pb|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!|(º-º)|DS|(º-º)|2009|(º-º)|Misc|(º-º)|PlayV|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Tropico Reloaded|(º-º)|PC|(º-º)|2009|(º-º)|Strategy|(º-º)|Kalypso Media|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Demigod|(º-º)|PC|(º-º)|2009|(º-º)|Strategy|(º-º)|Atari|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
11eyes: CrossOver|(º-º)|X360|(º-º)|2009|(º-º)|Adventure|(º-º)|5pb|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Supermodel Makeover by Lauren Luke|(º-º)|DS|(º-º)|2009|(º-º)|Simulation|(º-º)|Avanquest|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Ferrari Challenge Trofeo Pirelli Deluxe|(º-º)|Wii|(º-º)|2009|(º-º)|Racing|(º-º)|System 3 Arcade Software|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Inkheart|(º-º)|DS|(º-º)|2009|(º-º)|Adventure|(º-º)|DreamCatcher Interactive|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Ceville|(º-º)|PC|(º-º)|2009|(º-º)|Action|(º-º)|Kalypso Media|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Suzumiya Haruhi no Heiretsu|(º-º)|Wii|(º-º)|2009|(º-º)|Adventure|(º-º)|Sega|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Tom Clancy's EndWar|(º-º)|PC|(º-º)|2009|(º-º)|Strategy|(º-º)|Ubisoft|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban|(º-º)|PSP|(º-º)|2009|(º-º)|Adventure|(º-º)|Tecmo Koei|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Indianapolis 500 Evolution|(º-º)|X360|(º-º)|2009|(º-º)|Racing|(º-º)|Zushi Games|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Ookami to Koushinryou: Omiowataru Kaze|(º-º)|DS|(º-º)|2009|(º-º)|Adventure|(º-º)|ASCII Media Works|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Grey's Anatomy: The Video Game|(º-º)|PC|(º-º)|2009|(º-º)|Adventure|(º-º)|Ubisoft|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Brandish: The Dark Revenant|(º-º)|PSP|(º-º)|2009|(º-º)|Role-Playing|(º-º)|Falcom Corporation|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
SAW|(º-º)|PC|(º-º)|2009|(º-º)|Action|(º-º)|Konami Digital Entertainment|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Ice Age: Dawn of the Dinosaurs|(º-º)|PC|(º-º)|2009|(º-º)|Action|(º-º)|Activision|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
428: Fuusa Sareta Shibuya de|(º-º)|PS3|(º-º)|2009|(º-º)|Adventure|(º-º)|Spike|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Fritz Chess|(º-º)|Wii|(º-º)|2009|(º-º)|Strategy|(º-º)|Deep Silver|(º-º)|0,02|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
18 Wheels of Steel: Extreme Trucker|(º-º)|PC|(º-º)|2009|(º-º)|Racing|(º-º)|Rondomedia|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Doki Majo Plus|(º-º)|DS|(º-º)|2009|(º-º)|Adventure|(º-º)|SNK Playmore|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike|(º-º)|PSP|(º-º)|2009|(º-º)|Action|(º-º)|D3Publisher|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Fritz Chess|(º-º)|DS|(º-º)|2009|(º-º)|Strategy|(º-º)|Deep Silver|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Fuel|(º-º)|PC|(º-º)|2009|(º-º)|Racing|(º-º)|Codemasters|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Galaxy Angel II: Eigou Kaiki no Koku|(º-º)|PS2|(º-º)|2009|(º-º)|Strategy|(º-º)|Broccoli|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Geon Cube|(º-º)|Wii|(º-º)|2009|(º-º)|Puzzle|(º-º)|P2 Games|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Discovery Kids: Snake Safari|(º-º)|DS|(º-º)|2009|(º-º)|Simulation|(º-º)|505 Games|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Order of War|(º-º)|PC|(º-º)|2009|(º-º)|Strategy|(º-º)|Square Enix|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Jelly Belly: Ballistic Beans|(º-º)|Wii|(º-º)|2009|(º-º)|Puzzle|(º-º)|Zoo Digital Publishing|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Higurashi Daybreak Portable Mega Edition|(º-º)|PSP|(º-º)|2009|(º-º)|Adventure|(º-º)|Alchemist|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Crime Scene|(º-º)|DS|(º-º)|2009|(º-º)|Adventure|(º-º)|Nobilis|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Military History: Commander - Europe at War|(º-º)|PSP|(º-º)|2009|(º-º)|Strategy|(º-º)|Slitherine Software|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0,01|(º-º)|0,02
Stormrise|(º-º)|PC|(º-º)|2009|(º-º)|Strategy|(º-º)|Sega|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
War Leaders: Clash of Nations|(º-º)|PC|(º-º)|2009|(º-º)|Strategy|(º-º)|CDV Software Entertainment|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Hot 'n' Cold|(º-º)|DS|(º-º)|2009|(º-º)|Action|(º-º)|Majesco Entertainment|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Casper's Scare School: Spooky Sports Day|(º-º)|Wii|(º-º)|2009|(º-º)|Sports|(º-º)|Blast! Entertainment Ltd|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Cross Treasures|(º-º)|DS|(º-º)|2009|(º-º)|Role-Playing|(º-º)|Square Enix|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Puzzle City|(º-º)|DS|(º-º)|2009|(º-º)|Puzzle|(º-º)|Destineer|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Warship Gunner 2 Portable|(º-º)|PSP|(º-º)|2009|(º-º)|Simulation|(º-º)|Tecmo Koei|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Mini Ninjas|(º-º)|PC|(º-º)|2009|(º-º)|Action|(º-º)|Eidos Interactive|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Garfield Gets Real|(º-º)|DS|(º-º)|2009|(º-º)|Action|(º-º)|Zushi Games|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)|(º-º)|PC|(º-º)|2009|(º-º)|Shooter|(º-º)|Activision|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Army Rescue|(º-º)|Wii|(º-º)|2009|(º-º)|Shooter|(º-º)|UFO Interactive|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Higurashi no Naku Koro ni: Jan|(º-º)|PSP|(º-º)|2009|(º-º)|Misc|(º-º)|AQ Interactive|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Triggerheart Excelica Enhanced|(º-º)|PS2|(º-º)|2009|(º-º)|Shooter|(º-º)|Alchemist|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Battle Spirits: Kiseki no Hasha|(º-º)|PSP|(º-º)|2009|(º-º)|Role-Playing|(º-º)|Namco Bandai Games|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Reversal Challenge|(º-º)|DS|(º-º)|2009|(º-º)|Misc|(º-º)|Tommo|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Mary King's Riding School 2|(º-º)|Wii|(º-º)|2009|(º-º)|Simulation|(º-º)|Midas Interactive Entertainment|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
WorldShift|(º-º)|PC|(º-º)|2009|(º-º)|Strategy|(º-º)|Playlogic Game Factory|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Casper's Scare School: Spooky Sports Day|(º-º)|DS|(º-º)|2009|(º-º)|Sports|(º-º)|Blast! Entertainment Ltd|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
My Hero: Doctor|(º-º)|DS|(º-º)|2009|(º-º)|Action|(º-º)|Majesco Entertainment|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Aqua Panic!|(º-º)|DS|(º-º)|2009|(º-º)|Puzzle|(º-º)|Neko Entertainment|(º-º)|0,01|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Elminage II: Sousei no Megami to Unmei no Daichi|(º-º)|PSP|(º-º)|2009|(º-º)|Role-Playing|(º-º)|Starfish|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
PDC World Championship Darts 2009|(º-º)|Wii|(º-º)|2009|(º-º)|Sports|(º-º)|Oxygen Interactive|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0,02
SBK09 Superbike World Championship|(º-º)|PS3|(º-º)|2009|(º-º)|Racing|(º-º)|Black Bean Games|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Antiphona no Seikahime: Tenshi no Gakufu Op.A|(º-º)|PSP|(º-º)|2009|(º-º)|Role-Playing|(º-º)|Nippon Ichi Software|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Planetarian: Chiisana Hoshi no Yume|(º-º)|PSP|(º-º)|2009|(º-º)|Adventure|(º-º)|Prototype|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Sarah: Keeper of the Unicorn|(º-º)|DS|(º-º)|2009|(º-º)|Adventure|(º-º)|DreamCatcher Interactive|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Super Speed Machines|(º-º)|DS|(º-º)|2009|(º-º)|Racing|(º-º)|Midas Interactive Entertainment|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
DJ Star|(º-º)|DS|(º-º)|2009|(º-º)|Misc|(º-º)|Deep Silver|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
My Ballet Studio|(º-º)|DS|(º-º)|2009|(º-º)|Simulation|(º-º)|505 Games|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Postman Pat: Special Delivery Service|(º-º)|DS|(º-º)|2009|(º-º)|Misc|(º-º)|GSP|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Hurry Up Hedgehog!|(º-º)|DS|(º-º)|2009|(º-º)|Racing|(º-º)|O-Games|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Hands On! Tangrams|(º-º)|DS|(º-º)|2009|(º-º)|Puzzle|(º-º)|Storm City Games|(º-º)|0,02|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Still Life 2|(º-º)|PC|(º-º)|2009|(º-º)|Adventure|(º-º)|Rondomedia|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+|(º-º)|PSP|(º-º)|2009|(º-º)|Role-Playing|(º-º)|Gust|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Football Academy|(º-º)|DS|(º-º)|2009|(º-º)|Sports|(º-º)|Electronic Arts|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Kimi ni Todoke: Sodateru Omoi|(º-º)|DS|(º-º)|2009|(º-º)|Adventure|(º-º)|Banpresto|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Tsuyo Kiss 2 Gakki: Swift Love|(º-º)|PS2|(º-º)|2009|(º-º)|Adventure|(º-º)|Revolution (Japan)|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
The Dark Hills of Cherai|(º-º)|PC|(º-º)|2009|(º-º)|Puzzle|(º-º)|Unknown|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
Joint Operations: Combined Arms|(º-º)|PC|(º-º)|2009|(º-º)|Shooter|(º-º)|NovaLogic|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Drakensang: The Dark Eye|(º-º)|PC|(º-º)|2009|(º-º)|Role-Playing|(º-º)|Eidos Interactive|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Elven Legacy|(º-º)|PC|(º-º)|2009|(º-º)|Strategy|(º-º)|Paradox Interactive|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Majesty 2: The Fantasy Kingdom Sim|(º-º)|PC|(º-º)|2009|(º-º)|Simulation|(º-º)|Paradox Interactive|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0|(º-º)|0,02
Sengoku Hime: Senran ni Mau Otometachi|(º-º)|PS2|(º-º)|2009|(º-º)|Adventure|(º-º)|Yeti|(º-º)|0|(º-º)|0|(º-º)|0,02|(º-º)|0|(º-º)|0,02
Truck Racer|(º-º)|Wii|(º-º)|2009|(º-º)|Racing|(º-º)|Nordic Games|(º-º)|0|(º-º)|0,01|(º-º)|0|(º-º)|0|(º-º)|0,02
